3.600000000000000000e+01,5.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+01
3.724509663824733252e-01,-5.113715271292461617e-01,2.896119519363068995e-01,4.333019321274388935e-01,-3.673628510115695689e-01,1.292886292008159632e-01,-1.781858637283467370e-02,-4.545015949074280304e-01,2.352479526715382241e-01,5.220926146934689038e-01,4.949057403889384754e-01,5.087525031687329946e-01,6.454285844890221835e-01,-2.356105944656741447e-01,-8.830003819593318370e-01,3.413221929000950228e-01,2.620784102696876658e-02,-6.473867690930260599e-01,1.628224861983082515e-03,3.532865839935631080e-01,3.694643878268726311e-01,-4.919885385916092368e-02,8.764383657894211366e-01,1.317624477042433018e+00,-9.266208762302252655e-01,4.753965323520523145e-01,-7.838415234089770589e-01,-2.482851433054710510e-01,-6.723494874207828209e-01,8.565011905743079579e-01,1.443723593920997750e-01,2.523297605962914747e-01,-1.099805895811695466e-01,-7.396566509736408612e-01,8.723646013788094455e-01,1.062755614056864584e+00
-6.876150215406581223e-01,6.559552540801479870e-01,6.853970503690995919e-01,4.374022973983986151e-02,-6.064918042542150056e-01,5.229547527540492347e-01,-7.241812418259899742e-01,-1.155840087356775348e+00,3.987934596455596781e-01,-8.421885944339629546e-03,4.705363674074729552e-01,6.658739956820453054e-01,-2.781811262127358020e-02,-4.127587978578404204e-01,-1.134261890500428555e-01,-8.505477888982965196e-01,-9.422425915518894968e-02,-6.561645938224861530e-01,6.023359766691319672e-01,-6.224132908788705398e-01,3.843751680853607078e-01,6.628156263178134333e-01,-3.962799879864243313e-01,1.963754045397197168e-01,3.154566351903331234e-01,-2.953221654375088462e-02,-9.843528521192453085e-02,3.824217320329684894e-02,9.634007054007179827e-01,3.228008978354215408e-01,4.525979150324785927e-01,5.203684718752308314e-01,4.460001365394940520e-01,6.871721107261385963e-02,5.971075929118648817e-01,7.703236552202477050e-01
6.771536651050300559e-01,-5.905831294176380197e-01,4.468387919510479617e-02,-3.515307114801199950e-01,-1.911726555173159370e-01,-4.683692588738004869e-01,-1.790135301307099192e-01,-9.154425435499401187e-02,-4.442702989301109406e-01,-1.691342154743139814e-01,-7.761546771060688910e-01,1.436738377736055117e-01,-5.950601198488802979e-01,-4.611732816329177087e-01,4.629694404814767572e-01,-6.998478069572039439e-02,2.326389706860464146e-01,-6.558120911110177920e-01,1.187431594424705888e-01,7.975973298112075671e-01,3.956646546491773275e-01,-6.591697485578219551e-01,-3.633310553832865830e-01,7.420169135983180064e-01,-1.620342640096696041e+00,-1.040523114315240610e-01,-7.864884348717794682e-02,1.205193186312401021e+00,-6.637100164780660450e-01,-2.946856274311757673e-01,-5.151259203105217344e-01,-1.256480901187863874e-01,-4.961331371469881457e-01,1.240784850648081888e-01,-6.506361443833481584e-01,4.282983854181919292e-01
-5.520992604290333450e-01,1.372536735368231342e-01,-2.569564387847665943e-01,-6.630853812674149250e-02,-6.579039175029955944e-01,5.942797981894036852e-01,1.008925300308122663e+00,1.929860547589999364e-01,-6.091966941801156832e-01,2.451337590133899347e-01,3.129779510490311445e-01,3.267639332963266363e-01,5.990040874830382389e-01,-3.132242266089560467e-01,2.340051293235578533e-01,-6.413664305044927683e-02,9.085072300048910865e-01,-9.636924944407093685e-01,-1.551206214091675362e+00,1.157361562880013572e+00,-2.774253049072049060e-01,7.611200406631233317e-01,-2.362769945209790001e-01,2.997668070790714817e-02,-3.356008735655538477e-01,-2.816595210491840695e-01,2.857102511146057955e-01,-2.660820541354660396e-01,-9.517683880013459996e-01,-3.483763027383619121e-02,-1.911824287426060476e-01,6.974384366617855102e-01,-2.684057927235032892e-01,9.197346228638920707e-01,-1.297223227554388791e-01,1.200612460560105399e+00
-7.936277510516130951e-01,-6.785853708148429364e-01,4.441560325496245465e-01,7.343329557744825431e-01,-4.071565296748523299e-01,-4.952065297585219739e-01,1.295209713822241815e+00,4.598504575337529765e-01,-4.444583226309615220e-01,1.334177929349116720e+00,-9.719727869829480893e-01,5.432333444920316862e-03,9.580066110350673458e-01,-5.535971516050099961e-01,-8.498641828681033905e-01,-3.582320136904820762e-01,-5.443065486093476846e-01,1.696767964080875490e+00,3.248443470781310904e-01,1.053974701376729994e+00,-9.355336246974736980e-01,2.942281408233358708e-01,-6.617061400965426055e-01,-2.740079695454398223e-01,-3.685743964980257165e-02,-1.096349014231199348e-01,-2.518554795780757471e-01,-7.783477790620415560e-01,-8.060897845305668996e-01,1.895663635250549872e-01,9.486868601999355610e-02,2.415172599623493510e-01,-4.873951800864051442e-01,-3.038294092183402642e-02,3.074292041271324272e-01,-9.673889394208519121e-01
-5.023061362103365957e-01,-7.792131994536949380e-01,1.057025729141088249e-01,4.464058726243566588e-01,-3.600465511693097254e-01,-1.708161664355435927e-01,-2.152576331760163442e-01,9.363169608849467584e-01,3.761370536968463574e-01,-4.840475438864080271e-01,-9.924327017656546790e-01,7.038907667656808531e-01,4.107142174548061853e-01,-4.251085923648802445e-01,-4.189642291700217958e-01,-4.392142028627508687e-01,8.749170852625599570e-01,4.217396054106987147e-01,-9.396306537174436979e-01,-8.818941956315894393e-01,-1.193796451710670725e+00,-2.708183166828724286e-01,2.764548798535732543e-01,-5.991290394790728113e-01,6.468699016483824282e-01,-6.184184632002054371e-01,5.549065930705311400e-01,5.501997198590328209e-01,-5.006715790477114236e-01,3.735342725808908360e-01,-1.511275806683485712e+00,-3.181261142431567879e-01,1.823245312261523587e-01,4.339043662021914716e-01,-1.473975687259557299e+00,5.127072250781845586e-01
3.947951080566324267e-01,-2.283797018041955687e-02,1.646828203126145251e-01,-9.038273728192227630e-01,1.335860347293242656e+00,4.127841893664749295e-01,-2.258268086953082177e-01,2.387506926505434390e-01,1.412490694746930897e+00,-9.099754101476708046e-01,-7.389634286107511774e-02,-6.278803478851176234e-02,2.018606915912951327e-01,-4.590066096759778391e-01,-1.055510114888384976e+00,-6.106583644593358562e-01,-2.239174998718101647e-02,2.775379192655465510e-01,1.402888350862998790e+00,4.629077852314891217e-01,4.232184910519493637e-01,-3.174334524443492844e-01,9.832598309167437378e-01,-2.534354208612241144e-01,-5.105530279083680956e-01,-4.379523289117721041e-01,-1.107452562693910930e-01,-1.248435149529073390e-01,3.310848819140650434e-01,1.012855275272579236e+00,-4.851425565837022558e-01,-2.049116870584776484e-01,-7.327178059963566081e-01,-5.492366404595129259e-01,6.273597275927199624e-01,1.107877101142048071e+00
-1.545435055394127066e-01,4.470766184999495629e-01,-6.536497947359635186e-01,5.151400663296366866e-02,-3.544317935246533713e-01,1.024830690529706656e+00,-3.949565676537946657e-01,2.942681763891614177e-01,-1.273421628679460016e-01,-4.973373014928843261e-02,1.476275945444796289e-01,-1.668077951540235304e+00,-6.630141079810709936e-02,9.251982190375721005e-02,-1.897105993410012070e-01,5.595687923349730308e-01,-1.269540212549433167e-01,1.473758558016371178e-01,-6.355733792636049095e-01,8.482665889116874913e-01,2.200889374996278444e-02,-8.337874733041750197e-01,-3.717555166941943212e-01,-4.600529765665247739e-01,1.671274922439419441e+00,5.845145459621046147e-01,1.012100837096224781e+00,1.951752173263750778e-01,2.695522698727836342e-01,3.978713716241921161e-01,9.025012113537845826e-01,9.148129994946774257e-01,-6.805809786510697013e-01,4.680212759006921464e-01,5.579319522685071142e-01,4.457245401967690479e-01
1.825160239633300263e-01,2.737171261217937607e-02,-1.799046713155524543e-02,-2.903561727866916797e-01,-1.169840013055118977e-01,1.910061694927795151e-01,1.276853789387843441e-01,-1.202215522163770367e-01,3.272311107984467449e-01,7.967318038847714945e-01,2.399309027596001620e-01,-5.130012982684014622e-01,-1.198716308025463917e+00,3.535030381486234941e-01,6.447045421825555733e-01,-1.003245934340766254e+00,-9.781196295950486119e-01,6.608951343580874438e-01,4.552095480492146518e-01,-2.198907560107363560e-02,-1.774933268831788147e-01,6.457072685879027274e-01,-2.850589486995875887e-01,-6.764632406207075066e-01,2.125169400348121407e-01,1.916527723283321938e-02,4.415523043885806187e-01,5.170361746661878977e-01,2.253063431393733662e-01,3.226389911842174607e-01,-1.343548847170126515e-01,1.462924338823275106e+00,3.501711168167646604e-01,-3.208932603729071631e-01,2.717674674030902682e-01,4.371740589989976944e-01
3.337597886661893692e-02,3.864781526518817345e-01,-2.981915183368680777e-01,-4.131346293963686356e-01,-2.426965421822864788e-01,1.157644348721262428e+00,7.855574023034447295e-01,7.768602280565840568e-01,-5.301732922443311846e-01,6.086115720380903538e-01,3.686862182886683770e-01,2.544764629724066696e-01,-3.737859105739541055e-01,9.175012749587709016e-02,-2.651844907059150436e-01,-1.414850902527269305e+00,-1.235546228092327670e-01,-1.824584910693713424e-01,2.372862247395889357e-01,2.294153739376120771e-01,-9.183232567258570178e-01,4.336815112671006389e-01,-2.831667477933816901e-01,1.046622042030206645e-01,-8.921078952731441580e-01,6.616332470137207267e-01,6.223417818212259034e-01,-1.545302287732351010e+00,4.065255340683818774e-01,-2.586781211526915092e-01,5.780091133678775250e-01,1.078332695382663076e+00,2.148075115252193190e-01,-1.816905688664444130e-01,2.887413749655075579e-01,4.125527600948230011e-01
-8.008502545792213212e-01,-5.989703283846761206e-01,1.599692464551540350e-01,9.178810672152046823e-01,-3.655919806356388579e-01,4.213990521312603321e-01,6.272262543382621791e-01,-1.093398454066927261e-01,1.525519552956498215e+00,-1.478248197832620514e+00,1.069007707892252468e-01,3.516360374713375925e-01,1.128561000423814464e+00,1.302825163966259969e-01,-5.116519167823581071e-01,1.272578432146520278e-01,-8.685488304757639222e-01,1.729769097979172998e-01,3.406969522614683443e-01,1.157462641451407759e+00,-1.673042451147620957e+00,1.024501118967329649e+00,-7.464154418373140087e-01,1.980015071781668079e-01,9.256063525439461870e-01,-1.356181288829977523e-02,7.232775356984079140e-01,-6.114251782957758063e-01,-1.177918613618608584e-01,-5.370026458024859117e-01,-4.492097332540566090e-01,5.046634649063644895e-01,6.036175467680442441e-01,-5.258464957230833958e-01,-7.715104144957819488e-01,2.670821925909055983e-01
